538,1,3,10,2,0,44,0,2,0
0,585,3,11,0,0,1,0,0,0
6,0,504,9,33,0,48,0,0,0
13,1,5,545,18,0,17,0,1,0
1,0,64,21,484,1,28,0,1,0
0,0,0,0,0,581,0,9,1,9
76,1,49,13,34,0,424,0,3,0
0,0,0,0,0,13,0,571,2,14
3,1,4,3,3,3,4,2,577,0
0,0,0,0,0,3,0,12,0,585
