512,0,5,10,1,0,71,1,0,0
2,585,1,7,0,0,5,0,0,0
8,0,489,8,48,0,47,0,0,0
19,2,2,535,24,0,16,0,2,0
1,0,43,14,513,0,29,0,0,0
1,0,0,0,1,576,0,13,0,9
54,0,28,11,30,0,475,0,2,0
0,0,0,0,0,5,0,584,0,11
3,1,3,1,3,2,4,2,581,0
0,0,0,0,0,1,0,13,0,586
