510,3,9,18,1,1,51,1,6,0
3,578,2,11,1,0,5,0,0,0
10,1,440,9,80,0,60,0,0,0
19,6,8,521,26,0,19,0,1,0
1,0,46,16,486,0,51,0,0,0
0,0,0,1,0,574,0,15,2,8
79,2,52,7,55,0,399,0,6,0
0,0,0,0,0,29,0,558,1,12
2,0,2,3,5,2,10,6,570,0
0,0,0,0,0,10,1,26,1,562
