513,1,10,22,1,0,52,0,1,0
0,587,2,10,0,0,1,0,0,0
7,0,506,9,45,0,33,0,0,0
6,1,4,553,23,0,12,0,1,0
0,0,42,19,514,1,23,0,1,0
0,0,0,1,0,576,1,15,1,6
56,1,52,23,28,0,438,0,2,0
0,0,0,0,0,6,0,582,1,11
3,0,1,2,2,2,2,0,588,0
0,0,0,1,0,2,0,13,1,583
