493,4,10,14,1,1,69,1,7,0
3,582,4,7,0,0,4,0,0,0
8,0,487,5,48,0,51,0,1,0
16,9,12,512,25,0,23,0,3,0
0,0,80,10,446,0,58,0,6,0
0,0,0,0,0,574,0,18,3,5
66,2,72,8,43,0,401,0,8,0
0,0,0,0,0,26,0,562,1,11
1,0,2,2,2,4,8,6,574,1
0,0,0,0,0,14,1,22,0,563
